"Namn","Pris","Volym","Varugrupp","Typ","Stil","PrisPerLiter","Producent","Ursprunglandnamn","Alkoholhalt","year","SortimentText"
"Stigbergets Russian Imperial Stout",40,330,"Öl","Porter och stout","Imperial porter och stout",121.21,"Stigbergets Bryggeri","Sverige","8.50%",2016,"Lokalt och småskaligt"
"Swepa - Swedish Pale Ale",29.5,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",89.39,"Sibbetorps Gård/Fredrik Lennström","Sverige","5.60%",2016,"Lokalt och småskaligt"
"IPALE",29.5,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",89.39,"Sibbetorps Gård/Fredrik Lennström","Sverige","6.60%",2016,"Lokalt och småskaligt"
"Sumprunkarens Svarta - Porter",44.3,330,"Öl","Porter och stout","",134.24,"Hönsinge Hantwerksbryggeri","Sverige","6.80%",2016,"Lokalt och småskaligt"
"Ryentorps Vinter",32.7,330,"Öl","Porter och stout","",99.09,"Ryentorps Bryggeri","Sverige","7.30%",2016,"Lokalt och småskaligt"
"Gnesta - APA'n",26.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",81.52,"Södermännens Hantverksbryggeri AB","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Rhubarb Red",34.4,330,"Öl","Ale brittisk-amerikansk stil","Amber ale",104.24,"Unibärsum AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Äppelbo - Rubin",24.9,330,"Öl","Ale oklassificerat","",75.46,"Äppelbo Bryggeri","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Sibbarps Husbryggeri Pilsner",24.6,330,"Öl","Ljus lager","Pilsner - tysk stil",74.55,"Sibbarps Husbryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Robur",36.8,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",111.52,"Trädskogens Bryggeri","Sverige","8.00%",2016,"Lokalt och småskaligt"
"Mölska Eindrikke",48.8,330,"Öl","Annan öl","",147.88,"Mjödhamnen AB","Sverige","7.00%",2016,"Lokalt och småskaligt"
"Klackabacken Vinterlager",24,330,"Öl","Ljus lager","",72.73,"Klackabackens Bryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Sälens - White Horse IPA Passionfruit",36.8,330,"Öl","Veteöl","Hopfenweizen",111.52,"Sälens Fjällbryggeri","Sverige","9.00%",2016,"Lokalt och småskaligt"
"Silver - Stout",38.5,330,"Öl","Porter och stout","Söt porter och stout",116.67,"Pite Bryggeri AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Carlstad IPA",26.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",80.91,"Carlstad Bryggeri","Sverige","6.50%",2016,"Lokalt och småskaligt"
"Carlstad Mörk Lager",24.7,330,"Öl","Mörk lager","Dunkel",74.85,"Carlstad Bryggeri","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Coppersmith's - Imperial IPA",26.9,330,"Öl","Ale brittisk-amerikansk stil","Imperial/Dubbel IPA",81.52,"Coppersmith's AB","Sverige","8.00%",2016,"Lokalt och småskaligt"
"Kysser Sörmlands Jord - Pale Ale",24.5,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",74.24,"Eskilstuna Ölkultur","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Lunds Julöl - Brown Ale",25.8,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",78.18,"Lundabryggeriet","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Brahma - Chopp",36.3,300,"Öl","Ljus lager","Internationell stil",121,"InBev","Brasilien","4.80%",2016,"Övrigt sortiment"
"Trooper - Red'n'Black",27.9,330,"Öl","Porter och stout","Söt porter och stout",84.55,"Frederic Robinson Ltd","Storbritannien","6.80%",2016,"Övrigt sortiment"
"Flensburger Beer Summer Mix",580.8,7920,"Öl","Annan öl","Öl av flera typer/stilar",73.33,"Flensburger Brauerei","Tyskland","5.40%",2016,"Övrigt sortiment"
"Flensburger Beer Winter Mix",580.8,7920,"Öl","Annan öl","Öl av flera typer/stilar",73.33,"Flensburger Brauerei","Tyskland","5.40%",2016,"Övrigt sortiment"
"Oedipus Lekker Gezellig",30.2,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",91.52,"Oedipus Brewing","Nederländerna","6.50%",2016,"Små partier"
"Fakin IPA",36.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",111.82,"Pivovara Medvedgrad","Kroatien","7.00%",2016,"Övrigt sortiment"
"Gricka Vjestica",36.9,330,"Öl","Mörk lager","Dubbelbock",111.82,"Pivovara Medvedgrad","Kroatien","7.50%",2016,"Övrigt sortiment"
"Skog Saison - Lidbhy Gård",39.5,330,"Öl","Ale belgisk stil","Saison",119.7,"Lidbhy Gård AB","Sverige","7.20%",2016,"Lokalt och småskaligt"
"Eskilstuna Imperial Stout",39,330,"Öl","Porter och stout","Imperial porter och stout",118.18,"Eskilstuna Ölkultur","Sverige","9.00%",2016,"Lokalt och småskaligt"
"Bryggarns Bästa",32.7,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",99.09,"Nora Brygghus AB","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Dundulis Sutvaras",36.1,500,"Öl","Annan öl","",72.2,"UAB Panevezio Alus","Litauen","6.00%",2016,"Små partier"
"SjöCrona Roug",55.7,375,"Öl","Ale belgisk stil","",148.53,"Kristianstads Bryggeri","Sverige","9.50%",2016,"Lokalt och småskaligt"
"Bogesund - 1886",16.8,330,"Öl","Ljus lager","Pilsner - tjeckisk stil",50.91,"Pivovary Lobkowicz","Tjeckien","4.70%",2016,"Övrigt sortiment"
"Firestone - Walker Easy Jack IPA",25.9,355,"Öl","Ale brittisk-amerikansk stil","Session IPA",72.96,"Firestone Walker Brewing Company","USA","4.50%",2016,"Övrigt sortiment"
"Firestone - Walker DBA",25.9,355,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",72.96,"Firestone Walker Brewing Company","USA","5.00%",2016,"Övrigt sortiment"
"Firestone - Walker Union Jack",29.9,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",84.23,"Firestone Walker Brewing Company","USA","7.50%",2016,"Övrigt sortiment"
"Stora Gungans Porter",28.7,330,"Öl","Porter och stout","Torr porter och stout",86.97,"Gamla Enskede Bryggeri","Sverige","4.40%",2016,"Lokalt och småskaligt"
"Janus - Dubbel Svart India Pale Ale",34.9,250,"Öl","Ale brittisk-amerikansk stil","Black IPA",139.6,"Kvarnagårdens Bryggeri AB","Sverige","8.50%",2016,"Lokalt och småskaligt"
"Mora - Guld Pilsner",16.9,330,"Öl","Ljus lager","Pilsner - tysk stil",51.21,"Mora Bryggeri AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Skol - Pilsner",36,300,"Öl","Ljus lager","Internationell stil",120,"InBev","Brasilien","4.70%",2016,"Övrigt sortiment"
"This India Pale Ale - All In Brewing",34.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",105.15,"All In Brewing","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Bee My Valentine - To Øl",108.3,750,"Öl","Porter och stout","Imperial porter och stout",144.4,"To Øl","Internationellt märke","7.50%",2017,"Små partier"
"O/O Long Boil Barley Wine",50,330,"Öl","Ale brittisk-amerikansk stil","Barley wine",151.52,"O/O Brewing","Sverige","10.00%",2017,"Små partier"
"Hotbox Coffee Porter - Oskar Blues Brewery",41.9,355,"Öl","Porter och stout","Imperial porter och stout",118.03,"Oskar Blues Brewery","USA","6.50%",2017,"Små partier"
"Råå IPA - Organic",26.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",80.91,"Råå Bryggeri","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Chocolate Oak Aged Yeti - Imperial Stout",49.9,355,"Öl","Porter och stout","Imperial porter och stout",140.56,"Great Divide Brewing Co","USA","9.50%",2017,"Små partier"
"EPA Emmaboda Pale Ale",23.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",71.82,"Emmaboda Bryggeri AB","Sverige","5.00%",2017,"Lokalt och småskaligt"
"Alectro India Pale Ale",26.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",80.91,"Emmaboda Bryggeri AB","Sverige","6.70%",2016,"Lokalt och småskaligt"
"Guld Pale Ale",29.9,500,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",59.8,"Skedemosse Gårdsbryggeri","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Beck's",16.9,330,"Öl","Ljus lager","Internationell stil",51.21,"InBev","Tyskland","5.00%",1992,"Ordinarie sortiment"
"Firestone Walker - Pivo Hoppy Pils",25.9,355,"Öl","Ljus lager","Modern stil",72.96,"Firestone Walker Brewing Company","USA","5.30%",2016,"Övrigt sortiment"
"Ginger Stout - Brutal Brewing",26.7,330,"Öl","Porter och stout","",80.91,"Brutal Brewing","Sverige","5.40%",2016,"Övrigt sortiment"
"Extra Mile Pale Ale",29,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",87.88,"The Extra Mile HB","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Flensburger Winterbock - Party Keg",224.6,5000,"Öl","Ljus lager","Ljus bocköl",44.92,"Flensburger Brauerei","Tyskland","7.00%",2016,"Övrigt sortiment"
"Promenad Session IPA",29.9,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",90.61,"Migranten","Danmark","4.90%",2016,"Lokalt och småskaligt"
"Hop Sweat IPA",33.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",102.73,"Gamma Brewing Company","Danmark","6.70%",2016,"Lokalt och småskaligt"
"von Hermansson Pale Ale",26.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",80.91,"Ferna Forge Brewery AB","Sverige","5.80%",2016,"Lokalt och småskaligt"
"Aviator IPA - Lycke Bryggeri",26.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",80.91,"Lycke Bryggeri","Sverige","6.60%",2016,"Lokalt och småskaligt"
"365 APA - Lycke Bryggeri",22.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",68.79,"Lycke Bryggeri","Sverige","4.70%",2016,"Lokalt och småskaligt"
"Kingstone Brewery - Abbey Ale",58.9,500,"Öl","Ale brittisk-amerikansk stil","Amber ale",117.8,"Kingstone Brewery","Storbritannien","5.10%",2016,"Övrigt sortiment"
"Kingstone Brewery - Classic Bitter",54.6,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",109.2,"Kingstone Brewery","Storbritannien","4.50%",2016,"Övrigt sortiment"
"Kingstone Brewery - Tewdric's Tipple",50.3,500,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",100.6,"Kingstone Brewery","Storbritannien","3.80%",2016,"Övrigt sortiment"
"Kingstone Brewery - Humpty's Fuddle IPA",63.2,500,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",126.4,"Kingstone Brewery","Storbritannien","5.80%",2016,"Övrigt sortiment"
"Corona Extra",15.9,355,"Öl","Ljus lager","Internationell stil",44.79,"Modelo","Mexiko","4.50%",2017,"Ordinarie sortiment"
"Belhaven - Intergalactic Lager",17.9,330,"Öl","Ljus lager","Modern stil",54.24,"Belhaven Brewery","Storbritannien","5.00%",2017,"Ordinarie sortiment"
"Camden Hells - Lager",16.9,330,"Öl","Ljus lager","Dortmunder och helles",51.21,"Camden Town Brewery","Storbritannien","4.60%",2017,"Ordinarie sortiment"
"Wisby Winter Weissbock",34.9,500,"Öl","Veteöl","Weizenbock",69.8,"Gotlands Bryggeri","Sverige","6.20%",2016,"Lokalt och småskaligt"
"Kirin Ichiban",15.9,330,"Öl","Ljus lager","Internationell stil",48.18,"Kirin Brewery","Internationellt märke","5.00%",1992,"Övrigt sortiment"
"High Nose Snow - APA",48.6,500,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",97.2,"Höganäs Bryggeri","Sverige","5.20%",2016,"Övrigt sortiment"
"Kona - Longboard Lager",21.7,355,"Öl","Ljus lager","Modern stil",61.13,"Kona Brewing Co","USA","4.60%",2016,"Övrigt sortiment"
"Beerbliotek Hip Hops - IPA",26.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",80.91,"Beerbliotek AB","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Fürstenberg Premium Pilsener",14.9,330,"Öl","Ljus lager","Pilsner - tysk stil",45.15,"Fürstlich Fürstenbergische Brauerei","Tyskland","4.80%",2017,"Ordinarie sortiment"
"Freja IPA",36.6,500,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",73.2,"Torsöl Mikrobryggeri","Sverige","6.30%",2016,"Lokalt och småskaligt"
"Das Pils",15.9,500,"Öl","Ljus lager","Pilsner - tysk stil",31.8,"Grönwohlder Vertriebs und Event GmbH","Tyskland","4.80%",2017,"Ordinarie sortiment"
"Loke IPA",36.7,500,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",73.4,"Torsöl Mikrobryggeri","Sverige","5.60%",2016,"Lokalt och småskaligt"
"Sigyn IPA",36.9,500,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",73.8,"Torsöl Mikrobryggeri","Sverige","5.60%",2016,"Lokalt och småskaligt"
"Sputnik Krisis",58.9,330,"Öl","Porter och stout","Imperial porter och stout",178.49,"Beer Studio","Sverige","10.50%",2016,"Lokalt och småskaligt"
"Äppelbo - Brun Älg",24.9,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",75.46,"Äppelbo Bryggeri","Sverige","6.00%",2016,"Lokalt och småskaligt"
"Lill-Olas APA",29.7,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",90,"1413 Bryggkultur AB","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Azacca - Tropical IPA",32.6,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",98.79,"Nääs Gårdsbryggeri AB","Sverige","7.00%",2016,"Övrigt sortiment"
"Poppels Passion Pale Ale",24.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",75.46,"Poppels Bryggeri","Sverige","5.20%",2016,"Övrigt sortiment"
"Monkey Belle",24.9,330,"Öl","Ale belgisk stil","",75.46,"Jackdaw Brewery AB","Sverige","6.30%",2016,"Lokalt och småskaligt"
"Barcode - Imperial Oatmeal Stout",39.6,330,"Öl","Porter och stout","Imperial porter och stout",120,"BarlindBeer","Sverige","8.30%",2016,"Lokalt och småskaligt"
"Poppels Wheat IPA",27.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",84.55,"Poppels Bryggeri","Sverige","6.80%",2016,"Övrigt sortiment"
"Ten Island - IPA",33.1,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",100.3,"BarlindBeer","Sverige","6.50%",2016,"Lokalt och småskaligt"
"Poppels Julporter - Tvåtusensexton",24.1,330,"Öl","Porter och stout","",73.03,"Poppels Bryggeri","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Archipelago - Pale Ale Citra",32.1,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",97.27,"BarlindBeer","Sverige","5.60%",2016,"Lokalt och småskaligt"
"Skelderwikens - Frosty Ice",27.6,330,"Öl","Ale brittisk-amerikansk stil","",83.64,"Skelderwikens Brygghus AB","Sverige","5.10%",2016,"Lokalt och småskaligt"
"Electric Nurse - Lager",23.9,330,"Öl","Ljus lager","Modern stil",72.42,"Dugges Bryggeri AB","Sverige","5.00%",2016,"Lokalt och småskaligt"
"Brygghus 19 My Balalaika",39.8,330,"Öl","Porter och stout","Imperial porter och stout",120.61,"Brygghus 19","Sverige","10.30%",2016,"Lokalt och småskaligt"
"Brygghus 19 Festbock",25.9,330,"Öl","Mörk lager","Dubbelbock",78.49,"Brygghus 19","Sverige","7.90%",2016,"Lokalt och småskaligt"
"Poppels Vintervärmare - Tvåtusensexton",27.5,330,"Öl","Annan öl","",83.33,"Poppels Bryggeri","Sverige","7.80%",2016,"Lokalt och småskaligt"
"Beerbliotek Bobek Citra - American Pale Ale",25.8,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",78.18,"Beerbliotek AB","Sverige","5.50%",2016,"Lokalt och småskaligt"
"Brekeriet - Uncle Brett India Pale Ale",36.9,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",111.82,"Brekeriet Beer AB","Sverige","6.50%",2016,"Lokalt och småskaligt"
"Vega - Azalea Lager",21.7,330,"Öl","Ljus lager","Pilsner - tysk stil",65.76,"Vega Bryggeri","Sverige","5.20%",2016,"Lokalt och småskaligt"
"Beerbliotek Mocha Latte Stout - Stout",32.8,330,"Öl","Porter och stout","Söt porter och stout",99.39,"Beerbliotek AB","Sverige","8.00%",2016,"Lokalt och småskaligt"
"Christian Bale Ale - Session IPA",32.6,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",98.79,"Dry & Bitter Brewing","Danmark","4.60%",2016,"Lokalt och småskaligt"
"Monkish",24.9,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",75.46,"Bearded Rabbit Brewery","Sverige","4.80%",2016,"Lokalt och småskaligt"
"Brygghus 19 - Brew lika a Barista",34.6,330,"Öl","Porter och stout","",104.85,"Brygghus 19","Sverige","5.70%",2016,"Lokalt och småskaligt"
"Bröderna Bommen - Brown Ale",29.5,330,"Öl","Ale brittisk-amerikansk stil","Brown ale",89.39,"Bröderna Bommen AB","Sverige","5.10%",2016,"Lokalt och småskaligt"
"Hantverksbryggeriet - Baronen",68.5,330,"Öl","Ale brittisk-amerikansk stil","Barley wine",207.58,"Hantverksbryggeriet","Sverige","10.40%",2016,"Lokalt och småskaligt"
"Coppersmith's - Session IPA",22.5,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",68.18,"Coppersmith's AB","Sverige","4.70%",2016,"Lokalt och småskaligt"
"Bröderna Bommen IPA",30,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",90.91,"Bröderna Bommen AB","Sverige","5.90%",2016,"Lokalt och småskaligt"
"DalaBryggeri - Vinterbrygd",19.8,330,"Öl","Mellanmörk lager","",60,"DalaBryggeri","Sverige","5.40%",2016,"Lokalt och småskaligt"
"Bröderna Bommen - Ljungan Pale Ale",29.2,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",88.49,"Bröderna Bommen AB","Sverige","5.90%",2016,"Lokalt och småskaligt"
"DalaBryggeri - India Pale Ale",23.8,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",72.12,"DalaBryggeri","Sverige","6.20%",2016,"Ordinarie sortiment"
"Gransus",36.8,500,"Öl","Annan öl","",73.6,"Närke Kulturbryggeri","Sverige","7.00%",2016,"Lokalt och småskaligt"
"Göteborgs Jul-Öl",26.8,500,"Öl","Mörk lager","",53.6,"Göteborgs Nya Bryggeri AB","Sverige","5.80%",2016,"Lokalt och småskaligt"
"BRLO - Craft Beer Mix",712.8,7920,"Öl","Annan öl","Öl av flera typer/stilar",90,"Braukunst Berlin Gmbh","Tyskland","5.90%",2016,"Övrigt sortiment"
"La Trappe - Dubbel",29.2,330,"Öl","Ale belgisk stil","Dubbel",88.49,"De Koningshoeven","Nederländerna","7.00%",2017,"Ordinarie sortiment"
"Beerlao - Dark Lager",38,330,"Öl","Mörk lager","",115.15,"Lao Brewery Company Limited","Laos","6.50%",2016,"Övrigt sortiment"
"Superbock - Stout",37,330,"Öl","Porter och stout","",112.12,"Unicer Bebidas de Portugal S.A.","Portugal","5.00%",2016,"Övrigt sortiment"
"Jupiler - Lager",24.3,250,"Öl","Ljus lager","Internationell stil",97.2,"InBev","Belgien","5.20%",2016,"Övrigt sortiment"
"Troubadour - Blond",24.9,330,"Öl","Ale belgisk stil","Belgisk ljus ale",75.46,"Brewery The Musketeers","Belgien","6.50%",2017,"Ordinarie sortiment"
"Ambassadörsporter",36.5,330,"Öl","Porter och stout","Torr porter och stout",110.61,"Qvänum Mat & Malt AB","Sverige","7.80%",2016,"Lokalt och småskaligt"
"Howling Hops - Pale Ale",28.4,330,"Öl","Ale brittisk-amerikansk stil","Engelsk pale ale och bitter",86.06,"Howling Hops","Storbritannien","3.80%",2016,"Övrigt sortiment"
"Howling Pils - Bohemian Lager",29.5,330,"Öl","Ljus lager","Pilsner - tysk stil",89.39,"Howling Hops","Storbritannien","4.60%",2016,"Övrigt sortiment"
"Pale XX - No.2",32,330,"Öl","Ale brittisk-amerikansk stil","Amerikansk pale ale (APA)",96.97,"Howling Hops","Storbritannien","5.10%",2016,"Övrigt sortiment"
"Howling Hops - Black XX",33.4,330,"Öl","Ale brittisk-amerikansk stil","Black IPA",101.21,"Howling Hops","Storbritannien","5.50%",2016,"Övrigt sortiment"
"Jädraöl Jädra Jul",29.7,330,"Öl","Porter och stout","",90,"Jädraås Bryggeri","Sverige","7.00%",2016,"Lokalt och småskaligt"
"Oakham - Citra",22.6,330,"Öl","Ale brittisk-amerikansk stil","Session IPA",68.49,"Oakham Ales","Storbritannien","4.60%",2016,"Övrigt sortiment"
"Jädraöl Vinterlager",28.6,330,"Öl","Mellanmörk lager","",86.67,"Jädraås Bryggeri","Sverige","4.50%",2016,"Lokalt och småskaligt"
"Brekeriet - Rhubarbe",25.2,330,"Öl","Ale belgisk stil","Saison",76.36,"Brekeriet Beer AB","Sverige","5.00%",2017,"Ordinarie sortiment"
"Mohawk - Anything Gose",25.1,330,"Öl","Syrlig öl","Gose och lichtenhainer",76.06,"Mohawk Brewing Company","Sverige","3.80%",2017,"Ordinarie sortiment"
"McGargles - Granny Mary's Red Ale",18.1,330,"Öl","Ale brittisk-amerikansk stil","Irländsk ale",54.85,"Rye River Brewing Company","Irland","4.40%",2017,"Ordinarie sortiment"
"Bistro Lager",13.9,330,"Öl","Ljus lager","Pilsner - tysk stil",42.12,"Spendrups","Sverige","4.20%",2017,"Ordinarie sortiment"
"Einbecker - Ur-Bock Hell",18.2,330,"Öl","Ljus lager","Ljus bocköl",55.15,"Einbecker Brauhaus","Tyskland","6.50%",2017,"Ordinarie sortiment"
"Oskar Blues - IPA",25.9,355,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",72.96,"Oskar Blues Brewery","USA","6.40%",2016,"Övrigt sortiment"
"Fischer Tradition",46.7,650,"Öl","Ljus lager","Starkare lager",71.85,"Brasserie Heineken","Frankrike","6.00%",2016,"Övrigt sortiment"
"N ÖCF - Stor Stark",19.9,500,"Öl","Ljus lager","Internationell stil",39.8,"Olvi","Finland","5.00%",2016,"Övrigt sortiment"
"Hawthorn - Australian IPA",41.7,330,"Öl","Ale brittisk-amerikansk stil","India pale ale (IPA)",126.36,"Hawthorn Brewing Company","Australien","5.80%",2016,"Övrigt sortiment"
